"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Laura";0;0,0588235294117647;9;9;17;0,582417582417582
"2";"Pervyj";0;0,0588235294117647;9;9;17;0,582417582417582
"3";"Gost";0;0,0588235294117647;9;9;17;0,582417582417582
"4";"Donkarlos";0;0,0588235294117647;9;9;17;0,582417582417582
"5";"Donguan";37;0,0769230769230769;16;13;13;0,582417582417582
"6";"Gosti";0;0,0588235294117647;9;9;17;0,582417582417582
"7";"Donaanna";1;0,0454545454545455;7;4;22;0,582417582417582
"8";"Leporello";0;0,0434782608695652;5;3;23;0,582417582417582
"9";"Pervyjgost";0;0,0588235294117647;9;9;17;0,582417582417582
"10";"Vse";0;0,0588235294117647;9;9;17;0,582417582417582
"11";"Tretij";0;0,0588235294117647;9;9;17;0,582417582417582
"12";"Vtoroj";0;0,0588235294117647;9;9;17;0,582417582417582
"13";"Monah";0;0,0434782608695652;3;3;23;0,582417582417582
"14";"Statuja";0;0,0416666666666667;2;2;24;0,582417582417582
