Source;Type;Target;Weight
Ogudalova;Undirected;Paratov;6
Ivan;Undirected;Paratov;3
Gavrilo;Undirected;Ivan;6
Larisa;Undirected;Paratov;8
Ilja;Undirected;Paratov;2
Karandyshev;Undirected;Larisa;7
Gavrilo;Undirected;Ilja;1
Ivan;Undirected;Karandyshev;4
Karandyshev;Undirected;Vozhevatov;6
Knurov;Undirected;Ogudalova;4
Ilja;Undirected;Karandyshev;1
Gavrilo;Undirected;Ogudalova;1
Ilja;Undirected;Ogudalova;2
Paratov;Undirected;Vozhevatov;14
Ivan;Undirected;Robinzon;5
Ogudalova;Undirected;Vozhevatov;5
EvfrosinjaPotapovna;Undirected;Ivan;3
Gavrilo;Undirected;Vozhevatov;4
Robinzon;Undirected;Vozhevatov;12
Larisa;Undirected;Robinzon;5
EvfrosinjaPotapovna;Undirected;Ilja;1
Ilja;Undirected;Larisa;2
Ivan;Undirected;Vozhevatov;5
EvfrosinjaPotapovna;Undirected;Ogudalova;3
EvfrosinjaPotapovna;Undirected;Larisa;2
Ivan;Undirected;Ogudalova;3
Gavrilo;Undirected;Karandyshev;1
EvfrosinjaPotapovna;Undirected;Paratov;1
Larisa;Undirected;Ogudalova;10
EvfrosinjaPotapovna;Undirected;Knurov;1
Ilja;Undirected;Vozhevatov;2
Knurov;Undirected;Larisa;5
Knurov;Undirected;Vozhevatov;13
Ilja;Undirected;Knurov;2
Karandyshev;Undirected;Robinzon;7
EvfrosinjaPotapovna;Undirected;Karandyshev;2
EvfrosinjaPotapovna;Undirected;Vozhevatov;1
Knurov;Undirected;Robinzon;8
Gavrilo;Undirected;Larisa;2
Larisa;Undirected;Vozhevatov;5
Gavrilo;Undirected;Robinzon;2
EvfrosinjaPotapovna;Undirected;Robinzon;1
Karandyshev;Undirected;Ogudalova;8
Ogudalova;Undirected;Robinzon;4
Paratov;Undirected;Robinzon;12
Ilja;Undirected;Robinzon;1
Gavrilo;Undirected;Knurov;4
Ivan;Undirected;Knurov;5
Gavrilo;Undirected;Paratov;2
Ivan;Undirected;Larisa;3
Karandyshev;Undirected;Paratov;6
Karandyshev;Undirected;Knurov;4
Knurov;Undirected;Paratov;9
Ilja;Undirected;Ivan;1
