"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Dostigaev";1,23076923076923;0,0454545454545455;32;20;22;0,878787878787879
"2";"Aleksej";0;0,0384615384615385;16;16;26;0,878787878787879
"3";"Mokrousov";0;0,0384615384615385;16;16;26;0,878787878787879
"4";"Bashkin";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"5";"Doktor";0;0,0303030303030303;9;9;33;0,878787878787879
"6";"Bulychov";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"7";"Antonina";1,23076923076923;0,0454545454545455;32;20;22;0,878787878787879
"8";"Propotej";0;0,0384615384615385;16;16;26;0,878787878787879
"9";"Elizaveta";1,23076923076923;0,0454545454545455;32;20;22;0,878787878787879
"10";"Donat";0,888888888888889;0,04;25;17;25;0,878787878787879
"11";"Pavlin";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"12";"Ksenija";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"13";"Glafira";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"14";"Laptev";0;0,0384615384615385;16;16;26;0,878787878787879
"15";"Shura";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"16";"Melanija";1,23076923076923;0,0454545454545455;32;20;22;0,878787878787879
"17";"Taisja";0;0,0384615384615385;16;16;26;0,878787878787879
"18";"Tjatin";1,23076923076923;0,0454545454545455;32;20;22;0,878787878787879
"19";"Varvara";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
"20";"Zobunova";0;0,0384615384615385;16;16;26;0,878787878787879
"21";"Trubach";0;0,0384615384615385;16;16;26;0,878787878787879
"22";"Zvontsov";2,61965811965812;0,0476190476190476;41;21;21;0,878787878787879
