"";"name";"betweenness";"closeness";"strength";"degree";"average_distance";"graph_density"
"1";"Glafira";1,83333333333333;0,0833333333333333;24;8;12;0,690909090909091
"2";"Berkutov";3,58333333333333;0,0909090909090909;28;9;11;0,690909090909091
"3";"Kupavina";3,23333333333333;0,0909090909090909;47;9;11;0,690909090909091
"4";"Lynjaev";3,23333333333333;0,0909090909090909;31;9;11;0,690909090909091
"5";"Goretskij";0;0,0625;4;4;16;0,690909090909091
"6";"Chugunov";3,23333333333333;0,0909090909090909;20;9;11;0,690909090909091
"7";"Anfusa";0,4;0,0769230769230769;30;7;13;0,690909090909091
"8";"Murzavetskaja";1,48333333333333;0,0833333333333333;29;8;12;0,690909090909091
"9";"Lakej";0;0,0625;8;4;16;0,690909090909091
"10";"Pavlin";0;0,0625;6;4;16;0,690909090909091
"11";"Murzavetskij";0;0,0666666666666667;17;5;15;0,690909090909091
