Source;Type;Target;Weight
Hlestakov;Undirected;Odinizkuptsov;1
Kuptsy;Undirected;Pochtmejster;1
Odinizkuptsov;Undirected;Slesarsha;1
Gostja;Undirected;ZhenaKorobkina;2
Chastnyjpristav;Undirected;Gorodnichij;4
Hlestakov;Undirected;Osip;7
Chastnyjpristav;Undirected;Rastakovskij;2
Gorodnichij;Undirected;MarjaAntonovna;6
Dobchinskij;Undirected;MarjaAntonovna;3
Bobchinskij;Undirected;Mnogieizgostej;2
Korobkin;Undirected;MarjaAntonovna;2
Lulukov;Undirected;Odnaizdam;1
Dobchinskij;Undirected;Odnaizdam;1
Hlestakov;Undirected;Sluga;3
AmmosFedorovichLjapkin-Tjapkin;Undirected;MarjaAntonovna;2
AmmosFedorovichLjapkin-Tjapkin;Undirected;Svistunov;1
Mnogieizgostej;Undirected;ZhenaLukiLukicha;1
Gorodnichij;Undirected;Lulukov;1
Odnaizdam;Undirected;Rastakovskij;1
GolosJamschika;Undirected;Gorodnichij;1
Bobchinskij;Undirected;Kvartalnyj;2
Chastnyjpristav;Undirected;ZhenaKorobkina;2
ArtemijFilippovichZemljanika;Undirected;ZhenaLukiLukicha;1
Gorodnichij;Undirected;Osip;2
ArtemijFilippoovich;Undirected;LukaLukich;1
Gorodnichij;Undirected;Kuptsy;2
Bobchinskij;Undirected;Lekar;1
AnnaAndreevna;Undirected;Pochtmejster;1
Chastnyjpristav;Undirected;Svistunov;1
Osip;Undirected;Unter-ofitsersha;2
Derzhimorda;Undirected;Hlestakov;1
Kvartalnyj;Undirected;Svistunov;1
Gostja;Undirected;Rastakovskij;2
Korobkin;Undirected;Mnogieizgostej;2
Lulukov;Undirected;ZhenaKorobkina;1
Dobchinskij;Undirected;Pochtmejster;3
AmmosFedorovichLjapkin-Tjapkin;Undirected;Pochtmejster;4
LukaLukich;Undirected;MarjaAntonovna;2
Dobchinskij;Undirected;Rastakovskij;2
Odnaizdam;Undirected;ZhenaKorobkina;1
Kvartalnyj;Undirected;Pochtmejster;1
Kuptsy;Undirected;Lulukov;1
Lekar;Undirected;Svistunov;1
Gorodnichij;Undirected;Mnogieizgostej;2
Chastnyjpristav;Undirected;Dobchinskij;3
ArtemijFilippovichZemljanika;Undirected;Lulukov;1
Mnogieizgostej;Undirected;ZhenaKorobkina;2
ArtemijFilippovichZemljanika;Undirected;Rastakovskij;3
LukaLukich;Undirected;ZhenaKorobkina;2
